"Program","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","       2008  -  <b>VALUE</b>","       2008  -  <b>CV (%)</b>","       2011  -  <b>VALUE</b>","       2011  -  <b>CV (%)</b>","       2014  -  <b>VALUE</b>","       2014  -  <b>CV (%)</b>","       2019  -  <b>VALUE</b>","       2019  -  <b>CV (%)</b>"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 199,999 $)","","","5","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 249,999 $)","","","","","","","5","10.5"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (2,500 TO 4,999 $)","","","","","","","2","30.2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (20,000 TO 24,999 $)","","","","","","","3","31.6"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (200,000 TO 499,999 $)","","","1","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (25,000 TO 39,999 $)","","","","","","","1","15.6"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (250,000 TO 499,999 $)","","","","","","","5","19.2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (40,000 TO 49,999 $)","","","","","","","2","32.2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (5,000 TO 9,999 $)","","","","","","","6","36.2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (50,000 TO 99,999 $)","","","3","","","","3","14.2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (500,000 OR MORE $)","","","1","","","","9","13.4"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 50,000 $)","","","14","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (100 PCT)","17","","","","27","9.6","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","2","","","","4","23.1","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (75 TO 99 PCT)","","","","","8","15","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","7","","","","10","18.1","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (100 PCT)","13","","","","24","11.4","17","7.5"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","2","","","","4","23.1","3","29.6"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (50 TO 74 PCT)","","","","","","","8","16.6"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (75 TO 99 PCT)","","","","","8","15.4","7","6.8"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","5","","","","9","18.1","5","17.5"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (100 PCT)","4","","","","3","26.8","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","2","","","","1","94.9","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","2,800,885","","","","20,414,000","45.6","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","2,034,811",""," (D)"," (D)","66,803,000","25.9"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (1,000 TO 2,499 $)"," (D)","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (10,000 TO 19,999 $)"," (D)","","","","198,000","30.4","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (100,000 TO 249,999 $)","975,228","","","","1,137,000","21.4","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (2,500 TO 4,999 $)"," (D)","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (20,000 TO 24,999 $)"," (D)","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (250,000 TO 499,999 $)","","","","","2,365,000","19.3","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (40,000 TO 49,999 $)"," (D)","","","","189,000","19.5","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (5,000 TO 9,999 $)","21,800","","","","34,000","28.9","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (50,000 TO 99,999 $)"," (D)","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (500,000 OR MORE $)"," (D)","","","","16,459,000","56.1","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (LESS THAN 1,000 $)"," (D)","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (10,000 TO 19,999 $)","","","","","","","46,000","27.4"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 199,999 $)","","","719,950","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 249,999 $)","","","","","","","797,000","10"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (2,500 TO 4,999 $)","","","","","",""," (D)"," (D)"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (20,000 TO 24,999 $)","","","","","","","68,000","31.7"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (200,000 TO 499,999 $)","",""," (D)","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (25,000 TO 39,999 $)","","","","","",""," (D)"," (D)"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (250,000 TO 499,999 $)","","","","","","","1,640,000","18.4"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (40,000 TO 49,999 $)","","","","","",""," (D)"," (D)"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (5,000 TO 9,999 $)","","","","","","","43,000","41"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (50,000 TO 99,999 $)","",""," (D)","","","","195,000","14.4"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (500,000 OR MORE $)","",""," (D)","","","","63,900,000","30.9"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 50,000 $)","","","287,629","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","26","","","","49","5.8","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","20","","28","","45","6.2","40","2.1"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","6","","","","4","30","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","2,479","","","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","",""," (D)","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","85","","","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","59","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","6,868","","","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","3,437","","","","9,206","9.5"
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","93","","","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","69","","","","75","5.6"
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","8,447","","","","8,040","7.2","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","4,973","","7,303","6.6","11,708","9.2"
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","","","","","737","33.4","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","99","","","","150","3","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","74","","112","4","80","4.9"
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","","","","","38","16.4","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (TRANSITIONING)","","","","","26","54.9","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","","","","","2","58.9","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","1,579","","","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","1,536","","","","2,502","10.5"
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","42","","","","","","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","28","","","","42","8.7"
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","99","","","","150","3","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","72","","","","80","4.9"
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (1,000 TO 2,499 $)","14","","","","10","22.1","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (10,000 TO 19,999 $)","17","","","","19","19.4","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (100,000 TO 249,999 $)","5","","","","12","14.5","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (2,500 TO 4,999 $)","14","","","","26","9.1","",""
"CENSUS","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (20,000 TO 24,999 $)","5","","","","10","44.6","",""
